patient_id,series_id,middle_z
32726,16654,76
32734,50920,108
32734,5702,163
32772,1757,102
32780,36802,104
32819,13251,97
3283,46727,101
3283,8630,163
32840,18000,105
32840,9924,175
32848,7794,93
32869,10808,99
32869,1222,101
3287,33914,161
32905,46621,82
32905,6635,85
32919,64616,96
32934,57225,111
32943,22788,101
32943,50300,99
3295,19353,108
3295,60317,169
32965,20683,109
32965,34704,182
32982,5503,94
32987,3928,90
33,55570,135
33007,44758,107
33029,2191,123
33029,36791,123
33100,14475,136
33100,65036,124
33111,10106,102
33111,40446,173
33124,14908,112
33124,2525,115
33130,10913,133
33133,28577,123
33133,32137,104
33182,37374,104
33219,53863,126
33230,5787,99
33242,50030,167
33242,62580,100
33251,17605,100
33251,54917,158
33308,24465,100
33330,30399,101
33330,60652,142
33339,21626,105
33348,17199,120
33368,50939,95
33372,22832,90
33382,21653,106
33382,6185,177
3342,19175,106
3342,48250,163
33475,45892,113
33483,29963,97
33483,41985,147
33485,20588,109
33485,39201,100
33501,26445,100
33566,61442,113
33578,19845,147
3361,43955,93
33610,31346,91
33632,21134,100
33648,29865,127
33696,33595,108
3373,92,115
33762,5147,102
33762,54526,98
33780,5938,94
33791,9041,99
33791,9217,165
33811,21730,163
33811,26191,99
33823,5783,100
33834,17341,89
33845,1238,114
33848,17577,102
33848,47305,100
33891,7634,105
33964,23738,116
33967,29305,113
3399,3884,111
33999,62351,134
34012,25252,100
34077,58482,114
34089,28408,108
34091,33894,128
34094,53017,115
34098,47606,97
34109,56025,98
3411,25529,89
34132,41652,100
3414,58041,134
34140,10704,108
34140,60725,109
34190,10346,84
34200,48388,108
34204,41115,103
3426,19931,106
3426,27351,96
34290,32912,97
34345,40382,113
34354,43041,133
34357,29996,98
34357,9888,102
34366,23548,123
34386,3828,125
34401,17196,124
34406,64091,98
34409,10252,164
34409,43233,96
34422,41849,101
34422,61109,153
34450,59,60
34450,8333,67
34469,16314,92
34469,42945,152
34512,62726,105
34522,64561,104
3460,14670,98
3460,33362,165
3471,63710,95
34717,30155,91
34720,54369,99
3475,26129,166
3475,56647,164
34785,24288,50
34785,41493,41
34793,51093,120
34802,11697,178
34802,29653,110
34836,44983,111
34838,23397,102
34838,6287,101
34848,31476,124
34864,57116,115
34869,54975,124
34870,32068,109
34911,45987,124
34922,41117,162
34922,57785,105
34943,48120,99
34952,29267,111
34958,6413,102
34965,11342,112
35022,16882,90
35022,29294,88
35029,55564,98
35029,9810,113
35056,49753,124
35058,11494,99
35058,4789,167
3506,13307,80
35072,29567,88
35079,55300,105
35115,24969,90
35118,49309,96
35118,50532,113
35138,34781,91
35168,16724,180
35168,17227,100
35185,48623,172
35185,5198,98
35187,1872,105
35187,63076,110
35195,2340,92
35231,1636,105
35231,65327,146
35232,28820,120
35251,30330,94
35288,50927,89
35294,28450,104
35331,53154,107
35348,41274,104
35372,34973,112
35372,43109,106
35383,8694,102
35404,127,95
35404,53951,153
35444,53110,95
35447,15326,93
35447,30533,80
35449,21050,141
35449,62661,118
35468,18971,96
35468,35990,124
35473,3593,101
35489,62659,112
35511,12221,100
35557,25943,158
35557,4857,102
35574,29809,120
35580,31659,110
35600,56631,111
35653,23644,106
35659,2165,105
35659,8672,104
3568,14440,103
35693,37815,121
35708,48136,110
35714,48647,107
35723,59288,86
35723,6714,94
3575,19564,116
35756,47099,106
35763,46058,107
35763,51487,168
35765,31821,101
35794,42578,71
35798,62886,114
3580,8188,91
3581,51014,99
3581,52801,141
35821,31803,107
35821,64505,107
35839,17297,108
35839,41646,103
35842,16080,114
35842,27089,117
35863,37836,107
35885,50680,112
35885,62966,155
35908,14021,260
35937,31911,112
35937,5638,156
35941,59661,114
35979,39083,116
35997,62704,120
36017,51160,103
36017,52891,156
36022,58697,101
36038,36387,95
36042,14816,127
36067,23511,114
3607,10098,109
36081,25834,99
36091,40503,99
36102,19917,110
36105,63701,107
36105,64520,150
36114,37351,122
36114,54394,104
36131,53721,105
36150,26228,102
36170,29449,85
36170,53977,82
36179,8271,139
36251,37774,155
36251,6772,80
36277,30114,108
36277,51341,102
36285,47658,91
36289,5260,90
36311,61212,171
36327,62495,102
36356,40908,98
36364,38031,102
36367,60813,123
36411,1030,92
36411,16008,145
36414,10199,102
36456,18945,109
36456,23128,101
36491,11447,104
36507,52504,102
3652,28667,121
36542,39825,146
36542,57717,84
36576,11905,136
36576,27944,118
36591,14643,115
36591,37086,119
36622,36040,88
36629,26586,113
36651,24654,102
36686,19663,105
36686,7792,116
36688,40590,103
36695,38015,79
36695,39024,171
36700,43056,115
36726,40920,110
36738,32124,114
36738,42832,99
36782,52635,105
36809,63670,100
36832,38009,96
36832,40073,181
3685,27939,161
3685,40327,98
36859,1780,106
36859,40396,182
36898,6766,92
36921,54692,106
36940,2458,100
36943,62478,123
36944,20101,169
36944,57098,111
36963,11796,106
36982,36049,100
36984,34698,169
37009,10900,114
37022,18149,100
37022,57224,99
37028,25758,87
37028,45013,96
37042,34641,148
37042,42426,99
37054,33849,183
37054,4010,58
37062,27800,-1
37062,63036,283
37084,36960,100
37095,45478,104
37096,14507,105
37101,5200,121
37117,34371,122
37117,46308,121
37119,27391,175
37119,37181,173
37123,35447,101
37164,30077,103
37169,18624,110
37169,26343,102
3717,15782,100
37171,39062,103
3720,54157,88
37248,28018,98
37260,19788,100
37260,21973,99
37273,31602,104
37276,19363,102
37313,41963,177
37313,45247,93
37328,20442,100
37338,3542,102
37338,6641,171
37342,44902,103
37352,25794,170
37352,47901,79
37425,21831,135
37425,51944,91
37429,15748,125
37436,50434,101
37436,59325,99
37459,22479,82
37459,61569,79
3747,37386,96
37489,17329,114
3749,45127,99
37495,23186,111
37502,30005,95
37520,49265,83
37543,14759,156
37543,32007,111
37551,62680,111
37563,30671,102
37568,63239,89
37575,45842,130
37597,24129,114
37637,4320,98
37637,58774,166
37648,41083,150
37648,63951,109
37694,53932,94
37694,64263,92
37708,24801,107
37741,14367,93
37741,26009,152
37748,14805,130
37789,25601,98
37802,31571,164
37802,31852,99
37820,22201,135
37820,601,154
3785,24063,146
3785,2713,146
37913,35669,98
37913,63048,95
37942,63754,118
37954,2111,171
37954,59577,88
37958,33890,105
38001,10379,139
38001,39290,90
38003,10242,122
38003,22746,122
38015,15989,116
3802,53062,110
3802,55734,124
38021,12417,105
38021,45232,176
38045,41288,97
38045,527,97
38056,57556,88
38056,64795,89
38059,61540,156
38059,65237,95
38067,52482,113
38088,59202,79
38088,60915,85
38090,28259,113
38090,58036,97
38098,7694,121
38109,18256,173
38109,29949,93
38123,10332,99
38123,14879,106
38129,15785,175
38129,39152,119
38150,25352,124
38150,33925,123
38192,19338,99
38194,41530,103
38200,55023,95
38238,32670,88
38297,9194,111
38299,26983,92
38336,22631,98
38336,55646,106
38337,548,116
38343,19637,87
38343,24699,86
38365,31167,101
38365,64654,91
38386,58479,113
384,48600,100
38427,55694,116
38467,30452,104
3847,10857,153
3847,38639,97
38511,42686,100
38511,59702,147
38541,60961,171
38541,63205,108
38581,53174,164
38581,54991,90
386,36627,101
386,56482,101
38706,4181,97
38732,52826,93
38757,7238,114
38761,40892,97
38776,13447,38
38776,58630,57
38789,22389,148
38789,4880,100
3881,19714,112
38822,11535,79
38822,11641,97
38843,27299,103
38843,49832,104
38867,9877,104
38882,24898,99
38882,33725,152
38982,22232,94
38982,8340,94
39005,49448,107
39014,28507,105
39021,17903,101
39031,5290,107
39065,58520,155
39065,9999,144
3907,5674,114
39093,15324,89
39100,65295,115
39118,1715,169
39118,18770,106
39127,1342,105
39127,24349,124
39149,4457,91
39149,59250,108
39270,25475,102
39289,22593,111
39293,4604,102
3930,41416,104
39330,8320,96
39335,55644,95
3934,41894,103
3934,64676,116
39396,46088,111
394,8611,105
39405,37079,96
39405,9310,159
39421,40798,114
39462,35726,189
39462,47218,108
3950,64398,80
39534,13052,107
39537,60609,119
39544,31475,108
39548,39049,148
3956,22914,136
39580,16669,96
39607,24731,97
39607,42015,162
39624,17621,157
39624,57024,95
39632,21403,99
39655,20216,101
39661,21846,123
39661,44343,166
39663,28237,105
39663,49355,113
39698,51170,108
39720,25964,100
39728,32152,100
3973,32371,87
3975,18519,46
3975,35663,83
39750,19581,97
39778,29876,174
39778,44735,98
39787,3,99
3983,19468,102
39839,1320,90
39839,561,152
39848,20166,117
39900,4712,98
39911,14954,100
39911,53906,99
39918,28457,99
39918,45929,111
39924,26808,123
39952,62939,124
39984,33968,105
40040,5772,157
40040,9826,99
40069,63905,121
40089,43966,96
40124,30716,154
40124,5806,102
40149,53319,101
4015,30718,107
4015,62195,111
40188,17910,94
40196,26889,96
40221,36799,101
40227,36813,86
40240,1252,109
40240,4424,94
40251,62741,109
40269,9405,81
403,9,97
40307,40772,116
40339,44779,114
40339,62870,93
40345,47422,92
4037,35221,101
40389,34050,108
40405,63252,96
40406,34657,95
40406,60539,127
40451,42962,137
40473,49881,85
40488,3067,116
40493,54378,99
40493,56486,150
40496,58149,126
40496,64369,101
40508,34311,102
40546,18929,164
40546,57157,93
40565,62729,132
40633,23522,125
40633,36073,110
40659,41282,88
40659,42465,97
40663,12603,139
40663,49303,96
40666,10906,136
40685,11553,108
40692,8247,107
40740,50549,100
40749,55495,104
40754,48977,107
40756,39391,117
40758,19212,121
40787,63166,106
40792,37777,119
40800,60113,114
40817,4219,101
40819,38807,92
40881,46845,92
40912,3244,120
40922,60157,136
4093,5176,101
4093,8236,101
40968,13590,152
40968,36850,104
40975,58679,87
40975,639,83
4098,42797,122
41002,38396,152
41002,39977,88
41007,51346,105
41007,60690,109
41050,21228,110
41050,6439,102
41055,58272,100
41055,6983,147
41083,35271,98
41087,32236,97
41139,17892,118
41150,17880,107
41150,9556,108
41152,19422,104
41152,24443,104
41184,39337,106
41238,3873,95
41239,1378,99
41252,25039,132
41268,57703,175
41297,7511,110
41306,5103,92
41360,30952,101
41360,43088,103
41364,21681,113
41364,46914,114
41392,10981,105
41434,37658,113
41434,4893,174
41437,39812,117
41437,46923,169
4144,2358,159
4144,39265,104
41450,65029,107
4148,27542,118
41481,44204,85
41496,2517,88
41520,58477,163
41565,32425,121
41583,5019,83
41583,60843,105
41585,48385,112
41599,61839,98
41623,22579,92
41629,16813,99
41716,51752,50
41734,51205,134
4177,1825,89
41774,23314,98
41792,25018,95
41792,26470,166
41845,12696,167
41845,23281,107
41855,4896,100
41855,63662,160
41864,27019,85
41864,53038,181
4189,37723,110
41899,14027,104
41905,1689,159
41905,40497,102
41956,1418,157
41956,15628,95
41972,64421,115
42008,52961,115
42008,63418,115
42013,12745,103
42013,55615,106
42046,48762,110
42080,36021,89
42098,25982,97
42098,39616,96
42100,34388,102
42109,56044,102
42109,8553,105
42134,37709,99
42134,48273,170
42155,11839,164
42155,43660,99
42159,18313,122
42159,64445,114
42179,64331,82
42266,28751,101
42266,53004,112
42271,31995,131
42319,17568,171
42319,36550,99
42354,15684,111
42354,27359,113
42358,10174,92
42358,46065,174
42412,42903,113
42422,21015,88
42436,11748,172
42436,30902,94
42487,38629,103
42488,46934,106
42513,54130,125
4253,31265,96
4253,8824,96
42555,62641,111
42558,8894,103
42564,22862,117
42564,23371,118
42592,13342,110
42602,34191,121
42612,14848,103
42612,16644,171
42617,30684,101
42617,41848,100
42623,23405,108
4265,5085,156
4265,59606,113
42742,11134,94
4275,34993,87
4275,37162,164
42756,30606,87
42769,27270,111
42833,22417,93
42833,62496,144
42837,22159,86
4288,48332,115
4288,63615,106
42897,62022,111
429,58544,106
42915,15918,99
42922,15464,82
42922,2371,82
42924,14537,102
42924,29995,103
42939,65266,103
42948,61256,104
42978,35124,168
42978,51709,102
42982,917,97
42985,56551,110
43,24055,100
430,18935,79
43024,37372,105
43024,8491,169
43057,23614,177
43057,32996,111
43059,15586,140
43059,60138,92
43081,31646,93
43081,60218,103
43082,25988,91
43086,3617,126
43086,63334,126
43099,40956,111
43122,21771,107
43122,26578,166
4313,17911,94
43199,47609,111
43199,62778,161
43201,33794,98
43201,37579,123
43203,15836,160
43203,30636,89
43260,35693,95
43260,427,73
43266,29040,106
43294,33093,97
4331,58214,88
4331,61772,90
43327,58069,113
43329,22566,106
43329,33019,167
43342,64389,101
43365,31928,84
43365,58800,90
43366,39654,103
43381,43057,95
43388,37872,120
43399,61747,118
43449,18095,93
43449,63554,155
43461,5479,111
43468,14327,108
43468,36110,114
43477,62389,112
43492,45406,115
4353,38489,45
4353,49108,95
43551,13666,96
43551,53345,84
43565,26168,186
43565,6301,109
43639,59734,100
4364,25272,114
43678,581,100
43734,52692,117
43743,14735,94
43762,7198,108
43770,13231,103
43774,55933,122
43774,64536,129
43786,35840,107
4384,17250,103
4384,8744,163
43853,6423,99
43913,13171,105
43922,25158,37
43922,60194,159
43947,42949,101
43947,62267,98
43950,48709,121
43995,40786,102
44001,22203,97
44001,5460,149
44003,23488,91
44003,62538,99
4406,10426,143
44073,42410,109
44074,61449,113
44102,43972,102
44128,28727,81
44128,53083,73
44136,23837,115
44136,35661,98
44182,33966,89
44182,65292,89
44232,28356,96
44232,35095,176
44245,55959,93
44322,21519,96
44336,25962,108
44365,16102,115
44374,31553,99
44374,37930,98
4441,23291,106
44418,36727,92
44438,31470,112
44438,46115,63
44467,8054,95
4447,15783,106
44472,52396,94
44472,54524,145
44499,10959,113
44499,51017,109
44507,21282,107
44515,2942,96
44529,45369,42
44529,60075,96
4453,45286,97
4453,7286,162
44592,46107,98
44593,5093,135
44611,53560,99
44620,26843,110
44625,34833,106
4463,12816,106
44631,39144,97
44649,4563,98
44649,50198,94
4467,32387,121
44693,46912,148
44693,6344,88
44716,52419,89
44758,10244,94
44758,9661,160
44759,53320,120
44769,17785,117
4477,26376,97
4477,33165,170
44772,30213,162
44799,62011,116
44801,21136,115
44861,12082,91
44861,6483,100
44870,30035,109
44887,33777,117
44895,42083,122
44921,24492,105
44921,42287,162
44951,29596,160
44951,55278,100
44954,27024,50
44954,908,86
44983,31416,112
44991,30279,92
45053,54882,122
45062,44607,102
45075,59664,92
45135,32734,107
4514,53605,85
45149,32545,114
45164,20063,120
45166,65416,180
45208,12125,66
45208,37147,84
45265,45790,93
45303,44615,69
45303,46118,56
45328,44417,100
45328,8161,103
45361,38290,104
45410,4127,121
45410,51976,193
4544,3382,152
45472,32633,100
45488,30064,98
45488,4890,110
45498,17272,97
45530,50460,124
45560,34286,131
4560,45306,87
4561,12524,89
4561,51518,99
45611,46583,109
45638,63663,100
45666,53842,168
45666,63596,89
45718,36147,95
45727,32760,124
45767,33001,100
45773,21735,157
45773,23007,91
45796,4735,102
45797,6503,97
45870,7690,110
45902,11829,100
45902,27072,141
46003,64587,101
46010,3466,101
46010,603,99
46022,22425,124
46056,12670,87
46056,30836,99
46085,37588,95
46085,40520,94
46137,13947,105
46202,1232,100
46202,32122,102
46206,50498,153
46206,56809,106
46234,8047,95
46242,50564,105
46263,34544,109
46269,31270,96
46269,50507,160
46270,18096,86
46325,15753,96
46325,60461,171
46334,22770,97
46334,43564,169
46340,39420,101
46340,7326,141
46358,58160,110
46378,42965,99
4639,14738,103
4639,64992,113
46391,58531,95
46391,61296,102
4640,57336,106
46400,58894,114
46419,40900,102
4645,14642,90
4645,37600,99
46505,242,104
46505,55994,174
46536,33930,103
46536,60900,109
46555,60091,80
46555,7902,85
46562,44822,102
46562,53814,99
46576,2082,138
46576,50721,84
46583,12323,107
46587,59571,154
46587,7983,100
4661,251,77
46613,30956,104
46614,35100,111
46615,54208,150
46615,6941,96
46623,11177,113
46630,39471,107
46630,50591,160
46653,1628,105
46653,33044,169
4668,52219,113
4668,55823,90
46680,24657,171
46680,58148,98
46753,39243,109
46764,25251,98
46764,37876,102
46771,26641,115
46831,21985,107
46831,35782,106
46849,37670,106
46874,11088,103
46874,16576,136
46883,14183,101
46884,52385,101
46884,6563,169
46904,137,106
46904,58027,101
46909,27228,84
46942,6475,108
46945,63585,97
46945,6384,106
46950,5125,108
46950,60784,81
46964,26710,171
46964,27063,94
4697,23352,117
470,19119,126
4704,1254,114
47040,54828,149
47040,9943,90
47059,18530,97
47059,49981,181
4706,12851,104
47065,39222,93
47112,37363,98
4712,14185,108
47124,46589,164
47124,49128,113
47137,36870,169
47137,43355,54
47152,18741,104
47157,29279,112
47157,50089,155
47162,26007,85
47162,32527,164
4720,47618,96
4720,55419,93
47201,41160,91
47201,60611,180
47203,51578,121
47215,28077,170
47215,47048,86
47238,34193,108
47244,52200,126
47263,57769,100
47272,30281,87
47289,30138,163
47289,61325,80
47333,22708,101
47377,39193,100
47419,26952,100
47423,20538,158
47423,45422,100
47473,25914,103
47478,30334,94
47484,26686,100
47484,43038,175
47486,42264,110
47510,12749,15
47510,19171,106
47512,49172,111
47534,54086,109
47543,63790,88
47553,46164,105
47553,9486,90
47574,63744,135
47591,17192,108
4761,50115,116
47653,43236,106
47653,55078,110
4770,50744,90
47709,24684,156
47709,5684,101
47732,63266,103
47766,20714,101
47785,24837,99
47785,55719,151
47794,34804,111
47794,3560,117
47848,16973,118
47883,3163,103
4791,28079,120
4791,4622,99
47910,29063,91
47933,11372,93
47939,19148,99
47939,23629,96
47942,26922,130
47975,15472,97
47975,44471,95
48052,42092,120
4810,13327,164
4810,28732,71
48117,25542,168
48117,9059,85
48128,16529,114
4813,12584,106
48130,4292,110
48130,48607,109
4818,52976,120
48198,11058,105
48208,13012,101
48208,49216,162
48210,30225,83
48213,8517,109
48239,47720,93
48239,48142,96
48261,47344,104
48265,56576,112
48285,45339,97
48307,43490,105
48330,22034,110
48367,21944,79
48367,46712,96
48384,12869,90
48384,5913,102
48403,42696,119
48407,28121,158
48407,43002,87
48414,64665,101
4842,26787,156
4842,2797,100
48469,2654,129
48469,59859,111
48483,57043,99
48508,24563,114
48514,59756,92
4852,16399,114
4852,24485,116
48527,29630,105
48540,20158,85
48540,36927,171
48564,5667,177
48564,60204,115
48621,26319,151
48621,307,86
4865,43194,181
4865,9493,84
48657,37944,165
48657,54450,96
4868,17517,97
4868,29943,152
48681,13095,107
48681,45912,98
48684,52516,138
48691,62839,151
48691,76,157
48702,11454,112
48702,55520,114
48710,10109,114
48728,50545,99
48728,52605,184
48757,14919,108
48766,30186,107
48778,11486,167
48778,3831,86
48793,61253,104
48817,30924,92
48830,39678,91
48830,52090,149
48851,16455,97
48851,65297,112
48857,56975,107
48858,39190,97
48865,40025,111
4888,39006,159
4888,49380,104
4889,12858,46
4889,33955,40
48915,37971,91
4895,19372,107
4895,33627,152
48961,65325,115
49018,48614,120
49044,19463,109
4905,25499,158
4905,42392,95
49075,52904,157
49075,7295,100
49096,56790,85
49125,24070,107
49134,14770,118
49134,39615,99
49141,31722,110
49145,41768,115
49148,40793,105
49167,2085,113
49167,40721,147
49178,49896,113
49186,40671,96
49186,46111,101
49219,52535,114
49225,21599,114
49225,40788,93
49255,42819,122
49261,32561,126
49274,41815,84
49274,49616,74
49298,62713,117
49307,7880,110
49314,4344,174
49314,65158,76
49343,15659,174
49343,19094,78
49350,41306,107
49350,56770,103
49372,60518,103
49383,2615,124
49390,62702,109
49403,13862,101
49403,6543,114
49404,15892,96
49404,29964,97
49415,18191,109
49426,18021,100
49443,26216,97
49443,47467,109
49479,62535,105
49505,39737,116
49506,61830,123
49517,26235,103
49517,63008,112
49541,17652,96
49541,46472,113
49545,36107,117
49574,61038,119
49598,22409,169
49598,59260,96
496,5582,89
49617,51036,101
49621,24967,112
49667,26051,139
49667,4044,127
49669,33533,125
4969,37052,160
4969,49349,114
49712,3875,176
49712,47634,101
49737,13572,139
49737,59157,162
49743,33554,118
49768,61622,112
49773,64137,101
49780,16377,170
49780,3594,104
49783,10698,97
49814,14731,101
49814,51566,101
49831,1787,97
49831,61819,99
49853,55381,102
49868,56331,122
4989,19164,122
4989,62602,100
49937,34842,140
49937,45371,90
49954,41479,121
49987,36149,96
50006,9237,111
50021,53973,115
50107,29858,96
50107,62654,105
5013,15890,112
5016,25472,96
50165,47175,99
50179,34772,122
50179,53694,110
5020,18887,105
50219,20864,90
50284,12728,111
50295,7700,105
50296,16233,98
50296,23421,157
50314,6490,98
50324,10231,165
50324,33590,104
50330,52609,104
50330,52742,173
50385,55215,151
50387,118,99
50398,14979,174
50398,44439,85
50412,53982,91
50413,42774,104
50435,63500,109
5047,2471,105
50486,56245,93
50518,1201,103
50519,23991,73
50519,31308,78
50549,3325,107
5057,3948,105
50580,24666,98
50640,18628,90
50647,15332,103
50657,20667,94
50661,10212,134
5067,54510,94
5067,6595,147
5072,42601,106
50737,59269,94
50747,7372,103
50753,4759,71
50759,60679,107
50779,26714,102
50779,5886,158
50803,32509,127
50803,59175,132
50805,47210,99
50820,28122,111
50833,48036,89
50833,7987,89
50840,33164,96
50857,24089,139
50867,56965,94
50867,59820,102
50873,18207,139
50878,29045,112
50910,14178,95
50915,23898,112
50916,15449,164
50916,8313,95
50925,11607,99
50925,18249,102
50938,16842,137
50938,19379,108
50955,39857,96
51007,14871,88
51007,59963,173
51026,5696,106
51026,8401,165
51035,36102,117
51038,27139,104
51038,36313,107
51039,13433,92
51039,5519,168
51076,2555,109
51076,58286,99
51078,62342,117
51080,48957,116
51121,64341,101
51135,36890,151
51135,61200,100
51136,17861,49
51136,63474,20
51177,41882,151
51177,42398,106
51187,22051,110
51192,28238,106
51192,64719,99
51272,58801,89
51272,59116,174
5129,26863,114
51298,42103,131
51338,54817,112
51357,34352,109
51357,40626,165
51410,44650,103
51430,20088,114
51438,1802,115
51439,31977,104
5145,39192,135
51458,1071,103
51458,18366,101
51476,53156,85
5149,28128,44
5149,51175,50
51515,20720,100
51515,26306,101
51520,525,110
51531,2749,109
51545,22730,94
51546,36836,109
51546,62953,176
51611,15297,118
51623,22195,88
51623,40553,155
51650,15228,98
51670,59238,131
51673,18160,96
51675,45915,113
51677,33354,95
51694,50426,100
51716,9144,117
51719,3528,150
51721,17899,114
51728,40769,89
51728,48469,96
51736,60262,90
51764,40734,99
51775,37106,92
51775,42233,155
51778,22299,102
51778,55798,118
51779,45237,91
51807,35121,127
51807,43451,120
51813,17706,95
51813,38812,94
51822,15854,118
51849,45002,99
51863,27182,109
51863,44062,143
51865,4917,106
51874,35695,103
51885,62292,108
5189,45103,106
51896,31972,164
51896,36122,94
51927,18911,111
51930,37728,128
51959,5209,115
51987,5590,99
52007,9138,101
52044,43126,106
52063,45864,94
52063,55484,145
52075,41124,90
521,25315,100
52106,26553,104
52106,44841,99
52117,4005,104
52117,56116,102
52123,58990,119
52125,29805,159
52130,18548,114
52160,24158,111
52160,5528,113
52177,29001,73
52177,57824,87
52223,22745,91
52223,54129,98
52227,29087,98
52227,42668,147
52246,33830,111
52256,44199,106
52256,46998,175
52257,16970,102
52257,48542,145
52297,29438,103
52319,31777,119
52326,12377,104
52360,49740,94
52387,52383,98
52387,9391,176
52416,54830,112
52443,7442,95
52446,52489,85
52446,9612,165
52458,44452,159
52458,58136,101
52507,15224,133
52507,29230,106
5251,27945,111
52513,19554,107
52513,38121,159
52564,21130,121
5260,52307,116
52623,19188,67
52634,12067,97
52634,50459,91
52688,6082,104
52714,37016,106
52714,49687,78
5273,57510,97
5273,65044,163
52733,56735,133
52783,22894,90
52783,64554,106
52797,37402,144
52797,6037,95
52813,1124,60
52813,21621,119
52827,42787,106
52827,53727,165
52862,40961,143
52862,54456,93
52863,27222,102
52863,56906,175
52920,51895,106
52921,3511,112
52921,8697,103
52991,25938,87
52991,29503,96
52993,42914,97
53018,35602,141
53018,49615,76
5309,21283,169
5309,63194,112
53096,38778,92
531,36578,119
53108,52970,101
53163,10046,115
53163,50908,191
53170,2242,118
53186,4646,95
53186,46538,100
53203,24476,98
5325,36544,116
53294,31021,93
53294,60307,144
53322,50997,108
53348,63574,88
53356,34875,101
53364,61156,152
5337,48517,114
53376,45222,105
53395,42377,108
53416,56743,103
53423,40230,144
53474,17957,106
53475,1845,96
53475,30958,89
53482,567,149
53510,39030,130
53513,33499,100
53513,3431,147
53517,33243,106
53581,38658,104
5361,45402,91
53620,43930,114
53625,14727,109
53652,12265,176
53652,6183,93
537,40615,116
53723,33696,91
53723,41178,172
53761,47045,168
53761,6387,102
53784,22601,128
53788,15863,95
53788,26380,105
53819,35674,104
53832,12693,91
53832,21880,90
53853,16835,98
53853,51820,92
53900,17012,108
53906,33080,102
53908,15610,88
53908,15786,95
53912,23086,92
53912,63267,98
53936,20486,88
53960,24369,112
54011,27926,119
54011,347,103
54037,11862,119
5404,23375,104
54049,30308,124
54053,13239,108
54061,19009,104
54062,10709,98
54062,53501,96
54066,57171,103
54100,11005,99
54100,18195,110
5418,65311,115
54183,33526,107
54190,59346,113
54227,43717,140
54227,4603,104
54243,16283,103
54243,63446,104
5425,17057,109
5425,61292,118
54285,31768,95
54286,12186,116
54286,18872,116
5429,17447,106
5429,26248,103
54309,57148,108
54310,18063,107
54343,26025,92
54361,29053,137
54364,33738,109
5437,37136,166
54371,24438,98
54371,55647,100
54373,26711,115
54374,26812,110
54374,32907,91
54394,19919,171
54394,29003,104
54399,2581,111
54421,26075,116
54421,61941,91
54431,22887,108
54441,1324,184
54441,19050,94
54465,181,106
54465,22029,103
54472,9786,110
54519,41840,88
54523,1005,213
54525,18970,130
54525,50667,129
54557,2294,91
5457,56107,109
5457,5853,101
54586,35934,114
54596,1808,102
5462,64040,99
54641,35500,184
54641,48019,105
54656,17259,108
54668,4683,100
54669,23807,162
54669,52469,102
54698,41575,127
54719,46300,131
5472,51460,116
54721,12798,108
54721,51256,120
54722,10000,106
54722,63146,112
54727,27388,117
54774,19538,117
54776,47362,186
54776,54530,100
54814,40319,103
54817,27991,92
54828,53940,115
54832,32243,118
54832,43416,101
54835,29521,78
54835,31524,163
54841,2567,90
54852,22157,88
54890,20706,126
54938,51456,136
54953,14060,108
54961,39176,100
54963,17618,99
54963,30473,101
54977,30425,110
54977,53291,160
54997,27062,116
55074,50838,118
55081,59390,87
55082,31351,90
55176,14091,94
55176,31180,157
55177,52875,108
55206,27232,100
55206,4901,110
55207,35138,102
55209,63344,102
55240,45401,114
55251,50282,94
55254,28125,95
55254,52421,108
55255,20299,98
55255,26447,112
55260,61335,30
5527,30006,106
55303,62664,100
55321,35799,193
55321,61313,39
55332,28660,167
55332,5303,102
55353,43042,97
55353,57102,127
55410,38968,104
55451,12145,147
55451,32471,112
55486,28207,151
55486,47392,86
55490,47546,101
55500,10614,104
5552,29209,86
55530,38981,106
55530,40964,175
55561,27865,111
55567,36257,102
55573,24962,111
55573,32934,93
55580,41337,116
55583,35753,117
55583,39871,207
55592,34124,99
55592,47876,157
5560,43506,124
55615,23591,93
55615,63509,100
55628,43956,48
55628,8946,61
55639,13812,148
55663,54050,114
55663,61102,111
5568,1493,116
55681,16562,160
55681,38887,104
55683,28672,96
55710,47155,130
55735,23911,98
55737,10469,120
55737,5035,103
55742,15298,121
55742,56029,169
55750,50833,145
55750,61657,95
55755,56708,122
55755,7665,103
55785,12496,95
55785,42724,97
5584,3160,87
5584,928,110
55882,35367,107
55888,13925,99
55889,15106,89
55889,42486,106
55903,29738,179
55903,5363,100
55919,51748,101
55920,40376,95
55947,29400,106
55967,16994,119
55967,31221,119
56006,37065,92
56006,39542,112
56017,60135,96
56018,22059,106
56034,12769,54
56034,7922,71
56038,53902,145
56038,6467,94
56046,38794,139
56050,34774,103
56050,40430,104
56053,13487,160
56053,39242,107
56064,44867,94
56066,31381,104
56071,51494,97
5608,26885,110
5608,5049,108
56082,10525,103
56082,8631,181
56090,23506,90
5612,33522,109
56126,31125,101
56126,32204,100
56130,9839,133
56139,29275,96
5616,57195,106
56215,34941,94
56269,42844,96
56284,37226,86
56284,60241,134
56307,62335,116
56310,33858,115
56333,29763,113
56344,64368,94
56386,33375,118
56400,12546,108
56441,35173,95
56441,65185,96
56457,2285,176
56457,48560,97
5649,22004,136
5649,55132,86
